benchmark,dataset_size,clock_period,mem_policy,dsp_coeff,opt_level,control_steps,min_slack,frequency_mhz,states,modules_instantiated,performance_conflicts,flipflops,area_est,mux_area,total_area,registers
seidel-2d,MEDIUM,15,LSS,1.0,O0,50,8.881784197001252,66.6666666666667,55,136,0,1459,5368,243,5611,48
seidel-2d,MEDIUM,15,LSS,1.0,O2,49,8.881784197001252,66.6666666666667,54,113,0,1209,5081,245,5326,30
seidel-2d,MEDIUM,15,LSS,1.0,O3,48,8.881784197001252,66.6666666666667,53,108,0,1176,5085,245,5330,28
seidel-2d,MEDIUM,15,LSS,1.75,O0,50,8.881784197001252,66.6666666666667,55,136,0,1459,5368,243,5611,48
seidel-2d,MEDIUM,15,LSS,1.75,O2,49,8.881784197001252,66.6666666666667,54,113,0,1209,5081,245,5326,30
seidel-2d,MEDIUM,15,LSS,1.75,O3,48,8.881784197001252,66.6666666666667,53,108,0,1176,5085,245,5330,28
seidel-2d,SMALL,10,ALL_BRAM,1.0,O0,55,8.881784197001252,100.00000000000009,55,88,8,1315,4928,239,5167,35
seidel-2d,SMALL,10,ALL_BRAM,1.0,O2,54,8.881784197001252,100.00000000000009,54,77,10,1146,4684,239,4923,28
seidel-2d,SMALL,10,ALL_BRAM,1.0,O3,53,8.881784197001252,100.00000000000009,53,72,10,1113,4688,239,4927,26
seidel-2d,SMALL,10,ALL_BRAM,1.75,O0,55,8.881784197001252,100.00000000000009,55,88,8,1315,4928,239,5167,35
seidel-2d,SMALL,10,ALL_BRAM,1.75,O2,54,8.881784197001252,100.00000000000009,54,77,10,1146,4684,239,4923,28
seidel-2d,SMALL,10,ALL_BRAM,1.75,O3,53,8.881784197001252,100.00000000000009,53,72,10,1113,4688,239,4927,26
seidel-2d,SMALL,10,LSS,1.0,O0,58,8.881784197001252,100.00000000000009,63,88,0,1411,5196,243,5439,38
seidel-2d,SMALL,10,LSS,1.0,O2,57,8.881784197001252,100.00000000000009,62,77,0,1210,4952,245,5197,30
seidel-2d,SMALL,10,LSS,1.0,O3,56,8.881784197001252,100.00000000000009,61,72,0,1177,4956,245,5201,28
seidel-2d,SMALL,10,LSS,1.75,O0,58,8.881784197001252,100.00000000000009,63,88,0,1411,5196,243,5439,38
seidel-2d,SMALL,10,LSS,1.75,O2,57,8.881784197001252,100.00000000000009,62,77,0,1210,4952,245,5197,30
seidel-2d,SMALL,10,LSS,1.75,O3,56,8.881784197001252,100.00000000000009,61,72,0,1177,4956,245,5201,28
seidel-2d,SMALL,15,ALL_BRAM,1.0,O0,47,8.881784197001252,66.6666666666667,47,88,0,1315,4928,239,5167,35
seidel-2d,SMALL,15,ALL_BRAM,1.0,O2,46,8.881784197001252,66.6666666666667,46,77,0,1146,4684,239,4923,28
seidel-2d,SMALL,15,ALL_BRAM,1.0,O3,45,8.881784197001252,66.6666666666667,45,72,0,1113,4688,239,4927,26
seidel-2d,SMALL,15,ALL_BRAM,1.75,O0,47,8.881784197001252,66.6666666666667,47,88,0,1315,4928,239,5167,35
seidel-2d,SMALL,15,ALL_BRAM,1.75,O2,46,8.881784197001252,66.6666666666667,46,77,0,1146,4684,239,4923,28
seidel-2d,SMALL,15,ALL_BRAM,1.75,O3,45,8.881784197001252,66.6666666666667,45,72,0,1113,4688,239,4927,26
seidel-2d,SMALL,15,LSS,1.0,O0,50,8.881784197001252,66.6666666666667,55,88,0,1411,5196,243,5439,38
seidel-2d,SMALL,15,LSS,1.0,O2,49,8.881784197001252,66.6666666666667,54,77,0,1210,4952,245,5197,30
seidel-2d,SMALL,15,LSS,1.0,O3,48,8.881784197001252,66.6666666666667,53,72,0,1177,4956,245,5201,28
seidel-2d,SMALL,15,LSS,1.75,O0,50,8.881784197001252,66.6666666666667,55,88,0,1411,5196,243,5439,38
seidel-2d,SMALL,15,LSS,1.75,O2,49,8.881784197001252,66.6666666666667,54,77,0,1210,4952,245,5197,30
seidel-2d,SMALL,15,LSS,1.75,O3,48,8.881784197001252,66.6666666666667,53,72,0,1177,4956,245,5201,28
symm,MEDIUM,10,ALL_BRAM,1.0,O0,70,0.0363999969999984,100.3653297702541,68,157,1,1333,5728,246,5974,35
symm,MEDIUM,10,ALL_BRAM,1.0,O2,70,0.0363999969999984,100.3653297702541,68,157,1,1333,5728,246,5974,35
symm,MEDIUM,10,ALL_BRAM,1.0,O3,159,0.0363999969999984,100.3653297702541,157,204,19,1443,6005,345,6350,40
symm,MEDIUM,10,ALL_BRAM,1.75,O0,84,0.0170666606666802,100.17095837552512,82,157,1,1333,5728,246,5974,35
symm,MEDIUM,10,ALL_BRAM,1.75,O2,84,0.0170666606666802,100.17095837552512,82,157,1,1333,5728,246,5974,35
symm,MEDIUM,10,ALL_BRAM,1.75,O3,193,0.0170666606666802,100.17095837552512,191,204,19,1443,6005,345,6350,40
symm,MEDIUM,10,LSS,1.0,O0,72,0.0363999969999984,100.3653297702541,77,157,0,1333,5996,246,6242,35
symm,MEDIUM,10,LSS,1.0,O2,72,0.0363999969999984,100.3653297702541,77,157,0,1333,5996,246,6242,35
symm,MEDIUM,10,LSS,1.0,O3,161,0.0363999969999984,100.3653297702541,174,204,9,1507,6273,379,6652,42
symm,MEDIUM,10,LSS,1.75,O0,86,0.0170666606666802,100.17095837552512,91,157,0,1333,5996,246,6242,35
symm,MEDIUM,10,LSS,1.75,O2,86,0.0170666606666802,100.17095837552512,91,157,0,1333,5996,246,6242,35
symm,MEDIUM,10,LSS,1.75,O3,195,0.0170666606666802,100.17095837552512,208,204,9,1507,6273,379,6652,42
symm,MEDIUM,15,ALL_BRAM,1.0,O0,52,0.0494726426666236,66.887272676003,50,157,0,1333,5728,246,5974,35
symm,MEDIUM,15,ALL_BRAM,1.0,O2,52,0.0494726426666236,66.887272676003,50,157,0,1333,5728,246,5974,35
symm,MEDIUM,15,ALL_BRAM,1.0,O3,115,0.0494726426666236,66.887272676003,113,204,0,1443,6005,345,6350,40
symm,MEDIUM,15,ALL_BRAM,1.75,O0,52,0.0494726426666236,66.887272676003,50,157,0,1333,5728,246,5974,35
symm,MEDIUM,15,ALL_BRAM,1.75,O2,52,0.0494726426666236,66.887272676003,50,157,0,1333,5728,246,5974,35
symm,MEDIUM,15,ALL_BRAM,1.75,O3,115,0.0494726426666236,66.887272676003,113,204,0,1443,6005,345,6350,40
symm,MEDIUM,15,LSS,1.0,O0,54,0.0494726426666236,66.887272676003,59,157,0,1333,5996,246,6242,35
symm,MEDIUM,15,LSS,1.0,O2,54,0.0494726426666236,66.887272676003,59,157,0,1333,5996,246,6242,35
symm,MEDIUM,15,LSS,1.0,O3,117,0.0494726426666236,66.887272676003,130,204,0,1507,6273,379,6652,42
symm,MEDIUM,15,LSS,1.75,O0,54,0.0494726426666236,66.887272676003,59,157,0,1333,5996,246,6242,35
symm,MEDIUM,15,LSS,1.75,O2,54,0.0494726426666236,66.887272676003,59,157,0,1333,5996,246,6242,35
symm,MEDIUM,15,LSS,1.75,O3,117,0.0494726426666236,66.887272676003,130,204,0,1507,6273,379,6652,42
symm,SMALL,10,ALL_BRAM,1.0,O0,70,0.0363999969999984,100.3653297702541,68,155,0,1316,5693,246,5939,33
symm,SMALL,10,ALL_BRAM,1.0,O2,70,0.0363999969999984,100.3653297702541,68,155,0,1316,5693,246,5939,33
symm,SMALL,10,ALL_BRAM,1.0,O3,159,0.0363999969999984,100.3653297702541,157,202,7,1443,5970,345,6315,40
symm,SMALL,10,ALL_BRAM,1.75,O0,84,0.0170666606666802,100.17095837552512,82,155,0,1316,5693,246,5939,33
symm,SMALL,10,ALL_BRAM,1.75,O2,84,0.0170666606666802,100.17095837552512,82,155,0,1316,5693,246,5939,33
symm,SMALL,10,ALL_BRAM,1.75,O3,193,0.0170666606666802,100.17095837552512,191,202,7,1443,5970,345,6315,40
symm,SMALL,10,LSS,1.0,O0,72,0.0363999969999984,100.3653297702541,77,155,0,1316,5961,246,6207,33
symm,SMALL,10,LSS,1.0,O2,72,0.0363999969999984,100.3653297702541,77,155,0,1316,5961,246,6207,33
symm,SMALL,10,LSS,1.0,O3,161,0.0363999969999984,100.3653297702541,174,202,0,1507,6238,379,6617,42
symm,SMALL,10,LSS,1.75,O0,86,0.0170666606666802,100.17095837552512,91,155,0,1316,5961,246,6207,33
symm,SMALL,10,LSS,1.75,O2,86,0.0170666606666802,100.17095837552512,91,155,0,1316,5961,246,6207,33
symm,SMALL,10,LSS,1.75,O3,195,0.0170666606666802,100.17095837552512,208,202,0,1507,6238,379,6617,42
symm,SMALL,15,ALL_BRAM,1.0,O0,52,0.0494726426666236,66.887272676003,50,155,0,1316,5693,246,5939,33
symm,SMALL,15,ALL_BRAM,1.0,O2,52,0.0494726426666236,66.887272676003,50,155,0,1316,5693,246,5939,33
symm,SMALL,15,ALL_BRAM,1.0,O3,115,0.0494726426666236,66.887272676003,113,202,0,1443,5970,345,6315,40
symm,SMALL,15,ALL_BRAM,1.75,O0,52,0.0494726426666236,66.887272676003,50,155,0,1316,5693,246,5939,33
symm,SMALL,15,ALL_BRAM,1.75,O2,52,0.0494726426666236,66.887272676003,50,155,0,1316,5693,246,5939,33
symm,SMALL,15,ALL_BRAM,1.75,O3,115,0.0494726426666236,66.887272676003,113,202,0,1443,5970,345,6315,40
symm,SMALL,15,LSS,1.0,O0,54,0.0494726426666236,66.887272676003,59,155,0,1316,5961,246,6207,33
symm,SMALL,15,LSS,1.0,O2,54,0.0494726426666236,66.887272676003,59,155,0,1316,5961,246,6207,33
symm,SMALL,15,LSS,1.0,O3,117,0.0494726426666236,66.887272676003,130,202,0,1507,6238,379,6617,42
symm,SMALL,15,LSS,1.75,O0,54,0.0494726426666236,66.887272676003,59,155,0,1316,5961,246,6207,33
symm,SMALL,15,LSS,1.75,O2,54,0.0494726426666236,66.887272676003,59,155,0,1316,5961,246,6207,33
symm,SMALL,15,LSS,1.75,O3,117,0.0494726426666236,66.887272676003,130,202,0,1507,6238,379,6617,42
syr2k,MEDIUM,10,ALL_BRAM,1.0,O0,51,0.0363999969999984,100.3653297702541,49,170,19,1205,5818,246,6064,33
syr2k,MEDIUM,10,ALL_BRAM,1.0,O2,77,0.0363999969999984,100.3653297702541,75,248,17,1527,6057,345,6402,46
syr2k,MEDIUM,10,ALL_BRAM,1.0,O3,111,0.0363999969999984,100.3653297702541,109,311,36,1914,6499,477,6976,62
syr2k,MEDIUM,10,ALL_BRAM,1.75,O0,61,0.0170666606666802,100.17095837552512,59,170,19,1205,5818,246,6064,33
syr2k,MEDIUM,10,ALL_BRAM,1.75,O2,95,0.0170666606666802,100.17095837552512,93,248,17,1527,6057,345,6402,46
syr2k,MEDIUM,10,ALL_BRAM,1.75,O3,139,0.0170666606666802,100.17095837552512,137,311,36,1914,6499,477,6976,62
syr2k,MEDIUM,10,LSS,1.0,O0,52,0.0363999969999984,100.3653297702541,56,170,13,1205,6086,278,6364,33
syr2k,MEDIUM,10,LSS,1.0,O2,82,0.0363999969999984,100.3653297702541,92,248,8,1527,6325,412,6737,46
syr2k,MEDIUM,10,LSS,1.0,O3,120,0.036399997000112,100.36532977025526,138,311,18,1914,6767,479,7246,62
syr2k,MEDIUM,10,LSS,1.75,O0,62,0.0170666606666802,100.17095837552512,66,170,13,1205,6086,278,6364,33
syr2k,MEDIUM,10,LSS,1.75,O2,100,0.0170666606666802,100.17095837552512,110,248,8,1527,6325,412,6737,46
syr2k,MEDIUM,10,LSS,1.75,O3,148,0.0170666606666802,100.17095837552512,166,311,18,1914,6767,479,7246,62
syr2k,MEDIUM,15,ALL_BRAM,1.0,O0,39,0.0494726426666805,66.88727267600325,37,170,2,1205,5818,246,6064,33
syr2k,MEDIUM,15,ALL_BRAM,1.0,O2,57,0.0494726426666236,66.887272676003,55,248,0,1527,6057,345,6402,46
syr2k,MEDIUM,15,ALL_BRAM,1.0,O3,81,0.0494726426667373,66.8872726760035,79,311,0,1914,6499,477,6976,62
syr2k,MEDIUM,15,ALL_BRAM,1.75,O0,39,0.0494726426666805,66.88727267600325,37,170,2,1205,5818,246,6064,33
syr2k,MEDIUM,15,ALL_BRAM,1.75,O2,57,0.0494726426666236,66.887272676003,55,248,0,1527,6057,345,6402,46
syr2k,MEDIUM,15,ALL_BRAM,1.75,O3,81,0.0494726426667373,66.8872726760035,79,311,0,1914,6499,477,6976,62
syr2k,MEDIUM,15,LSS,1.0,O0,40,0.0494726426666805,66.88727267600325,44,170,0,1205,6086,278,6364,33
syr2k,MEDIUM,15,LSS,1.0,O2,62,0.0494726426666236,66.887272676003,72,248,0,1527,6325,412,6737,46
syr2k,MEDIUM,15,LSS,1.0,O3,90,0.0494726426667373,66.8872726760035,108,311,0,1914,6767,479,7246,62
syr2k,MEDIUM,15,LSS,1.75,O0,40,0.0494726426666805,66.88727267600325,44,170,0,1205,6086,278,6364,33
syr2k,MEDIUM,15,LSS,1.75,O2,62,0.0494726426666236,66.887272676003,72,248,0,1527,6325,412,6737,46
syr2k,MEDIUM,15,LSS,1.75,O3,90,0.0494726426667373,66.8872726760035,108,311,0,1914,6767,479,7246,62
syr2k,SMALL,10,ALL_BRAM,1.0,O0,51,0.0363999969999984,100.3653297702541,49,151,6,1220,5736,246,5982,32
syr2k,SMALL,10,ALL_BRAM,1.0,O2,77,0.0363999969999984,100.3653297702541,75,229,6,1478,5975,345,6320,43
syr2k,SMALL,10,ALL_BRAM,1.0,O3,111,0.0363999969999984,100.3653297702541,109,297,12,1929,6421,477,6898,61
syr2k,SMALL,10,ALL_BRAM,1.75,O0,61,0.0170666606666802,100.17095837552512,59,151,6,1220,5736,246,5982,32
syr2k,SMALL,10,ALL_BRAM,1.75,O2,95,0.0170666606666802,100.17095837552512,93,229,6,1478,5975,345,6320,43
syr2k,SMALL,10,ALL_BRAM,1.75,O3,139,0.0170666606666802,100.17095837552512,137,297,12,1929,6421,477,6898,61
syr2k,SMALL,10,LSS,1.0,O0,52,0.0363999969999984,100.3653297702541,56,151,2,1220,6004,278,6282,32
syr2k,SMALL,10,LSS,1.0,O2,82,0.0363999969999984,100.3653297702541,92,229,0,1478,6243,412,6655,43
syr2k,SMALL,10,LSS,1.0,O3,120,0.036399997000112,100.36532977025526,138,297,0,1929,6689,479,7168,61
syr2k,SMALL,10,LSS,1.75,O0,62,0.0170666606666802,100.17095837552512,66,151,2,1220,6004,278,6282,32
syr2k,SMALL,10,LSS,1.75,O2,100,0.0170666606666802,100.17095837552512,110,229,0,1478,6243,412,6655,43
syr2k,SMALL,10,LSS,1.75,O3,148,0.0170666606666802,100.17095837552512,166,297,0,1929,6689,479,7168,61
syr2k,SMALL,15,ALL_BRAM,1.0,O0,39,0.0494726426666805,66.88727267600325,37,151,0,1220,5736,246,5982,32
syr2k,SMALL,15,ALL_BRAM,1.0,O2,57,0.0494726426666236,66.887272676003,55,229,0,1478,5975,345,6320,43
syr2k,SMALL,15,ALL_BRAM,1.0,O3,81,0.0494726426667373,66.8872726760035,79,297,0,1929,6421,477,6898,61
syr2k,SMALL,15,ALL_BRAM,1.75,O0,39,0.0494726426666805,66.88727267600325,37,151,0,1220,5736,246,5982,32
syr2k,SMALL,15,ALL_BRAM,1.75,O2,57,0.0494726426666236,66.887272676003,55,229,0,1478,5975,345,6320,43
syr2k,SMALL,15,ALL_BRAM,1.75,O3,81,0.0494726426667373,66.8872726760035,79,297,0,1929,6421,477,6898,61
syr2k,SMALL,15,LSS,1.0,O0,40,0.0494726426666805,66.88727267600325,44,151,0,1220,6004,278,6282,32
syr2k,SMALL,15,LSS,1.0,O2,62,0.0494726426666236,66.887272676003,72,229,0,1478,6243,412,6655,43
syr2k,SMALL,15,LSS,1.0,O3,90,0.0494726426667373,66.8872726760035,108,297,0,1929,6689,479,7168,61
syr2k,SMALL,15,LSS,1.75,O0,40,0.0494726426666805,66.88727267600325,44,151,0,1220,6004,278,6282,32
syr2k,SMALL,15,LSS,1.75,O2,62,0.0494726426666236,66.887272676003,72,229,0,1478,6243,412,6655,43
syr2k,SMALL,15,LSS,1.75,O3,90,0.0494726426667373,66.8872726760035,108,297,0,1929,6689,479,7168,61
syrk,MEDIUM,10,ALL_BRAM,1.0,O0,34,0.0363999969999984,100.3653297702541,32,166,11,949,5682,139,5821,28
syrk,MEDIUM,10,ALL_BRAM,1.0,O2,98,0.0363999969999984,100.3653297702541,96,332,27,1510,6345,410,6755,52
syrk,MEDIUM,10,ALL_BRAM,1.0,O3,133,0.0363999969999984,100.3653297702541,131,402,47,1962,6787,510,7297,71
syrk,MEDIUM,10,ALL_BRAM,1.75,O0,40,0.0170666606666802,100.17095837552512,38,166,11,949,5682,139,5821,28
syrk,MEDIUM,10,ALL_BRAM,1.75,O2,120,0.0170666606666802,100.17095837552512,118,332,27,1510,6345,410,6755,52
syrk,MEDIUM,10,ALL_BRAM,1.75,O3,165,0.0170666606666802,100.17095837552512,163,402,47,1962,6787,510,7297,71
syrk,MEDIUM,10,LSS,1.0,O0,35,0.0363999969999984,100.3653297702541,38,166,7,949,5950,141,6091,28
syrk,MEDIUM,10,LSS,1.0,O2,102,0.0363999969999984,100.3653297702541,116,332,14,1510,6613,412,7025,52
syrk,MEDIUM,10,LSS,1.0,O3,141,0.0363999969999984,100.3653297702541,163,402,22,1962,7055,545,7600,71
syrk,MEDIUM,10,LSS,1.75,O0,41,0.0170666606666802,100.17095837552512,44,166,7,949,5950,141,6091,28
syrk,MEDIUM,10,LSS,1.75,O2,124,0.0170666606666802,100.17095837552512,138,332,14,1510,6613,412,7025,52
syrk,MEDIUM,10,LSS,1.75,O3,173,0.0170666606666802,100.17095837552512,195,402,22,1962,7055,545,7600,71
syrk,MEDIUM,15,ALL_BRAM,1.0,O0,27,0.0494726426666805,66.88727267600325,25,166,3,917,5682,139,5821,27
syrk,MEDIUM,15,ALL_BRAM,1.0,O2,73,0.0494726426666236,66.887272676003,71,332,0,1510,6345,410,6755,52
syrk,MEDIUM,15,ALL_BRAM,1.0,O3,98,0.0494726426666236,66.887272676003,96,402,0,1962,6787,510,7297,71
syrk,MEDIUM,15,ALL_BRAM,1.75,O0,27,0.0494726426666805,66.88727267600325,25,166,3,917,5682,139,5821,27
syrk,MEDIUM,15,ALL_BRAM,1.75,O2,73,0.0494726426666236,66.887272676003,71,332,0,1510,6345,410,6755,52
syrk,MEDIUM,15,ALL_BRAM,1.75,O3,98,0.0494726426666236,66.887272676003,96,402,0,1962,6787,510,7297,71
syrk,MEDIUM,15,LSS,1.0,O0,28,0.0494726426666805,66.88727267600325,31,166,0,949,5950,141,6091,28
syrk,MEDIUM,15,LSS,1.0,O2,77,0.0494726426666236,66.887272676003,91,332,0,1510,6613,412,7025,52
syrk,MEDIUM,15,LSS,1.0,O3,106,0.0494726426667373,66.8872726760035,128,402,0,1962,7055,545,7600,71
syrk,MEDIUM,15,LSS,1.75,O0,28,0.0494726426666805,66.88727267600325,31,166,0,949,5950,141,6091,28
syrk,MEDIUM,15,LSS,1.75,O2,77,0.0494726426666236,66.887272676003,91,332,0,1510,6613,412,7025,52
syrk,MEDIUM,15,LSS,1.75,O3,106,0.0494726426667373,66.8872726760035,128,402,0,1962,7055,545,7600,71
syrk,SMALL,10,ALL_BRAM,1.0,O0,34,0.0363999969999984,100.3653297702541,32,147,3,932,5600,139,5739,26
syrk,SMALL,10,ALL_BRAM,1.0,O2,98,0.0363999969999984,100.3653297702541,96,288,6,1445,6146,410,6556,47
syrk,SMALL,10,ALL_BRAM,1.0,O3,132,0.0363999969999984,100.3653297702541,130,354,12,1897,6592,510,7102,66
syrk,SMALL,10,ALL_BRAM,1.75,O0,40,0.0170666606666802,100.17095837552512,38,147,3,932,5600,139,5739,26
syrk,SMALL,10,ALL_BRAM,1.75,O2,120,0.0170666606666802,100.17095837552512,118,288,6,1445,6146,410,6556,47
syrk,SMALL,10,ALL_BRAM,1.75,O3,164,0.0170666606666802,100.17095837552512,162,354,12,1897,6592,510,7102,66
syrk,SMALL,10,LSS,1.0,O0,35,0.0363999969999984,100.3653297702541,38,147,1,932,5868,141,6009,26
syrk,SMALL,10,LSS,1.0,O2,102,0.0363999969999984,100.3653297702541,116,288,0,1445,6414,412,6826,47
syrk,SMALL,10,LSS,1.0,O3,140,0.0363999969999984,100.3653297702541,162,354,0,1897,6860,513,7373,66
syrk,SMALL,10,LSS,1.75,O0,41,0.0170666606666802,100.17095837552512,44,147,1,932,5868,141,6009,26
syrk,SMALL,10,LSS,1.75,O2,124,0.0170666606666802,100.17095837552512,138,288,0,1445,6414,412,6826,47
syrk,SMALL,10,LSS,1.75,O3,172,0.0170666606666802,100.17095837552512,194,354,0,1897,6860,513,7373,66
syrk,SMALL,15,ALL_BRAM,1.0,O0,27,0.0494726426666805,66.88727267600325,25,147,0,900,5600,139,5739,25
syrk,SMALL,15,ALL_BRAM,1.0,O2,73,0.0494726426666236,66.887272676003,71,288,0,1413,6146,378,6524,46
syrk,SMALL,15,ALL_BRAM,1.0,O3,97,0.0494726426666236,66.887272676003,95,354,0,1865,6592,478,7070,65
syrk,SMALL,15,ALL_BRAM,1.75,O0,27,0.0494726426666805,66.88727267600325,25,147,0,900,5600,139,5739,25
syrk,SMALL,15,ALL_BRAM,1.75,O2,73,0.0494726426666236,66.887272676003,71,288,0,1413,6146,378,6524,46
syrk,SMALL,15,ALL_BRAM,1.75,O3,97,0.0494726426666236,66.887272676003,95,354,0,1865,6592,478,7070,65
syrk,SMALL,15,LSS,1.0,O0,28,0.0494726426666805,66.88727267600325,31,147,0,932,5868,141,6009,26
syrk,SMALL,15,LSS,1.0,O2,77,0.0494726426666236,66.887272676003,91,288,0,1445,6414,412,6826,47
syrk,SMALL,15,LSS,1.0,O3,105,0.0494726426667373,66.8872726760035,127,354,0,1897,6860,513,7373,66
syrk,SMALL,15,LSS,1.75,O0,28,0.0494726426666805,66.88727267600325,31,147,0,932,5868,141,6009,26
syrk,SMALL,15,LSS,1.75,O2,77,0.0494726426666236,66.887272676003,91,288,0,1445,6414,412,6826,47
syrk,SMALL,15,LSS,1.75,O3,105,0.0494726426667373,66.8872726760035,127,354,0,1897,6860,513,7373,66
trmm,MEDIUM,10,ALL_BRAM,1.0,O0,31,0.0363999969999984,100.3653297702541,30,151,0,708,5568,136,5704,21
trmm,MEDIUM,10,ALL_BRAM,1.0,O2,57,0.0363999969999984,100.3653297702541,55,228,56,1287,6178,241,6419,42
trmm,MEDIUM,10,ALL_BRAM,1.0,O3,89,0.0363999969999984,100.3653297702541,87,326,111,1672,6517,376,6893,55
trmm,MEDIUM,10,ALL_BRAM,1.75,O0,35,0.0170666606666802,100.17095837552512,34,151,0,708,5568,136,5704,21
trmm,MEDIUM,10,ALL_BRAM,1.75,O2,65,0.0170666606666802,100.17095837552512,63,228,56,1287,6178,241,6419,42
trmm,MEDIUM,10,ALL_BRAM,1.75,O3,107,0.0170666606666802,100.17095837552512,105,326,111,1672,6517,376,6893,55
trmm,MEDIUM,10,LSS,1.0,O0,31,0.0363999969999984,100.3653297702541,35,150,0,708,5702,104,5806,21
trmm,MEDIUM,10,LSS,1.0,O2,56,0.0363999969999984,100.3653297702541,63,228,52,1319,6446,276,6722,43
trmm,MEDIUM,10,LSS,1.0,O3,92,0.0363999969999984,100.3653297702541,107,326,76,1704,6785,409,7194,56
trmm,MEDIUM,10,LSS,1.75,O0,35,0.0170666606666802,100.17095837552512,39,150,0,708,5702,104,5806,21
trmm,MEDIUM,10,LSS,1.75,O2,64,0.0170666606666802,100.17095837552512,71,228,52,1319,6446,276,6722,43
trmm,MEDIUM,10,LSS,1.75,O3,110,0.0170666606666802,100.17095837552512,125,326,76,1704,6785,409,7194,56
trmm,MEDIUM,15,ALL_BRAM,1.0,O0,25,0.0494726426666805,66.88727267600325,24,151,0,644,5568,136,5704,19
trmm,MEDIUM,15,ALL_BRAM,1.0,O2,45,0.0494726426666236,66.887272676003,43,228,23,1191,6178,241,6419,39
trmm,MEDIUM,15,ALL_BRAM,1.0,O3,67,0.0494726426666236,66.887272676003,65,326,28,1576,6517,376,6893,52
trmm,MEDIUM,15,ALL_BRAM,1.75,O0,25,0.0494726426666805,66.88727267600325,24,151,0,644,5568,136,5704,19
trmm,MEDIUM,15,ALL_BRAM,1.75,O2,45,0.0494726426666236,66.887272676003,43,228,23,1191,6178,241,6419,39
trmm,MEDIUM,15,ALL_BRAM,1.75,O3,67,0.0494726426666236,66.887272676003,65,326,28,1576,6517,376,6893,52
trmm,MEDIUM,15,LSS,1.0,O0,25,0.0494726426666805,66.88727267600325,28,151,0,708,5836,138,5974,21
trmm,MEDIUM,15,LSS,1.0,O2,44,0.0494726426666805,66.88727267600325,50,228,0,1287,6446,275,6721,42
trmm,MEDIUM,15,LSS,1.0,O3,70,0.0494726426666236,66.887272676003,84,324,1,1640,6717,411,7128,54
trmm,MEDIUM,15,LSS,1.75,O0,25,0.0494726426666805,66.88727267600325,28,151,0,708,5836,138,5974,21
trmm,MEDIUM,15,LSS,1.75,O2,44,0.0494726426666805,66.88727267600325,50,228,0,1287,6446,275,6721,42
trmm,MEDIUM,15,LSS,1.75,O3,70,0.0494726426666236,66.887272676003,84,324,1,1640,6717,411,7128,54
trmm,SMALL,10,ALL_BRAM,1.0,O0,31,0.0363999969999984,100.3653297702541,30,149,0,708,5533,136,5669,21
trmm,SMALL,10,ALL_BRAM,1.0,O2,57,0.0363999969999984,100.3653297702541,55,213,19,1234,6066,241,6307,39
trmm,SMALL,10,ALL_BRAM,1.0,O3,89,0.0363999969999984,100.3653297702541,87,311,54,1619,6405,376,6781,52
trmm,SMALL,10,ALL_BRAM,1.75,O0,35,0.0170666606666802,100.17095837552512,34,149,0,708,5533,136,5669,21
trmm,SMALL,10,ALL_BRAM,1.75,O2,65,0.0170666606666802,100.17095837552512,63,213,19,1234,6066,241,6307,39
trmm,SMALL,10,ALL_BRAM,1.75,O3,107,0.0170666606666802,100.17095837552512,105,311,54,1619,6405,376,6781,52
trmm,SMALL,10,LSS,1.0,O0,30,0.0363999969999984,100.3653297702541,33,149,1,708,5801,138,5939,21
trmm,SMALL,10,LSS,1.0,O2,55,0.0363999969999984,100.3653297702541,61,213,22,1266,6334,275,6609,40
trmm,SMALL,10,LSS,1.0,O3,91,0.0363999969999984,100.3653297702541,105,311,33,1651,6673,411,7084,53
trmm,SMALL,10,LSS,1.75,O0,34,0.0170666606666802,100.17095837552512,37,149,1,708,5801,138,5939,21
trmm,SMALL,10,LSS,1.75,O2,63,0.0170666606666802,100.17095837552512,69,213,22,1266,6334,275,6609,40
trmm,SMALL,10,LSS,1.75,O3,109,0.0170666606666802,100.17095837552512,123,311,33,1651,6673,411,7084,53
trmm,SMALL,15,ALL_BRAM,1.0,O0,25,0.0494726426666805,66.88727267600325,24,149,0,644,5533,136,5669,19
trmm,SMALL,15,ALL_BRAM,1.0,O2,45,0.0494726426666236,66.887272676003,43,213,2,1170,6066,241,6307,37
trmm,SMALL,15,ALL_BRAM,1.0,O3,67,0.0494726426666236,66.887272676003,65,309,2,1523,6337,376,6713,49
trmm,SMALL,15,ALL_BRAM,1.75,O0,25,0.0494726426666805,66.88727267600325,24,149,0,644,5533,136,5669,19
trmm,SMALL,15,ALL_BRAM,1.75,O2,45,0.0494726426666236,66.887272676003,43,213,2,1170,6066,241,6307,37
trmm,SMALL,15,ALL_BRAM,1.75,O3,67,0.0494726426666236,66.887272676003,65,309,2,1523,6337,376,6713,49
trmm,SMALL,15,LSS,1.0,O0,25,0.0494726426666805,66.88727267600325,28,149,0,708,5801,138,5939,21
trmm,SMALL,15,LSS,1.0,O2,44,0.0494726426666805,66.88727267600325,50,213,0,1266,6334,275,6609,40
trmm,SMALL,15,LSS,1.0,O3,70,0.0494726426666236,66.887272676003,84,309,0,1619,6605,411,7016,52
