evaluation,normalized_target,original_target,model,scaler,reduction,rows,features,test_rows,mae_original,rmse_original,r2_original,relative_mae_original,include_benchmark_onehot,folds,mae_original_std,rmse_original_std,r2_original_std,relative_mae_original_std,groups
kfold,delay_ratio,openroad_critical_path_delay,gpr_rbf,robust,select_k_5,18,64,,0.8833563057563752,1.1058412178170751,-8.923153272278443,0.26825815477952575,False,5.0,0.7223519346789685,0.8062189693219631,12.643850204567414,0.3175599681509131,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_rbf,robust,select_k_5,18,64,,0.6882848806496349,0.6883791235835046,-811.8756709825626,0.24973744198721662,False,,1.0134021600364893,1.0135280196497676,,0.4616710768826844,17.0
random_split,delay_ratio,openroad_critical_path_delay,gpr_rq,robust,select_k_5,18,64,5.0,1.1831352923703917,1.883900877865798,-1.4781323303310998,0.2695486527230623,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,gpr_rq,robust,select_k_5,18,64,,1.1551441255265227,1.3763675717894066,-9.942472687243377,0.36780475499339865,False,5.0,1.1782543692373089,1.2118977783992961,20.67521993232651,0.49690236163879903,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_rq,robust,select_k_5,18,64,,0.718018025335726,0.7193921988302295,-967.0940755709076,0.23493224609311159,False,,0.9155440156216267,0.9177927594078226,,0.37871820568827097,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a0.1,robust,select_k_10,18,64,5.0,2.9972270407085566,3.6322346633420426,-8.212048038444177,0.6828454158522407,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a0.1,robust,select_k_10,18,64,,2.1985682382844463,2.4686713458729823,-57.44754441436877,0.6345462588676272,False,5.0,1.4360835401535896,1.7069802033147317,76.49219710083433,0.6253285916963937,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a0.1,robust,select_k_10,18,64,,1.059852587385125,1.0620206775159662,-1032.64138461998,0.2872443132308435,False,,0.6242104917970982,0.6283821554245718,,0.2729891552076955,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a1,robust,select_k_10,18,64,5.0,2.7150231013794945,3.2636159206817696,-6.437149004930373,0.618552099500491,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a1,robust,select_k_10,18,64,,1.5851033677765587,1.688803211878892,-33.98116571147911,0.4082300952596126,False,5.0,0.807867712591771,0.9198792245877954,65.11809100300835,0.2520215800779563,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a1,robust,select_k_10,18,64,,1.017155890034242,1.0198216204279966,-1070.3982914321148,0.29197061729226037,False,,0.5666072655780027,0.5726360288203118,,0.26870429422499803,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a10,robust,select_k_10,18,64,5.0,1.9236586595132774,2.5303580582592033,-3.4706673597540822,0.4382589238226599,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a10,robust,select_k_10,18,64,,1.4307027300555273,1.5842433624540972,-30.361209317550525,0.3858449939530929,False,5.0,0.6113741102752931,0.7768809100023817,55.14523377380263,0.2743199435224077,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a10,robust,select_k_10,18,64,,0.9272263474398282,0.928732027679076,-978.5758095458561,0.2619977595685846,False,,0.5154142134359442,0.5191689668679901,,0.22727065506840877,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,robust,select_k_10,18,64,5.0,3.0241003349747353,3.66814679036831,-8.395108721423966,0.688967843532651,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,robust,select_k_10,18,64,,3.845926882540396,4.557009639466009,-265.45068317643637,1.2864327256337782,False,5.0,4.744526097801365,5.9514508326851185,487.35279913741135,2.0249104974391363,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,robust,select_k_10,18,64,,1.1198285801251828,1.1219425209681162,-1028.4089012189718,0.30383400499771157,False,,0.6374113080174021,0.6411711582853559,,0.28040722995756395,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,robust,select_k_10,18,64,5.0,3.013822317148198,3.6541979887378973,-8.32379132682761,0.6866262466961166,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,robust,select_k_10,18,64,,3.5566096004028447,4.184029803456323,-213.30351825418842,1.1714580088481408,False,5.0,4.1243003856398275,5.171611374972077,376.63313222585913,1.7720878437017737,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,robust,select_k_10,18,64,,1.1095683572324915,1.1117635504350556,-1034.7496139132704,0.30781292197021426,False,,0.6131937793591689,0.6173125642380745,,0.2790060274363559,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,robust,select_k_10,18,64,5.0,3.0035526738381493,3.640289737862151,-8.252951790418525,0.6842865577898511,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,robust,select_k_10,18,64,,3.209978833414246,3.743709143848939,-160.46557668648427,1.0347674395174051,False,5.0,3.405436255694268,4.260120165641382,265.4147833947413,1.4764128244202248,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,robust,select_k_10,18,64,,1.1180647277182818,1.120374776212146,-1043.6116223663848,0.31900125999237594,False,,0.626581902305854,0.6308231902290057,,0.29606967468683204,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,robust,select_k_10,18,64,5.0,2.9188196893577687,3.5271470650461323,-7.68671419235857,0.6649822043865038,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,robust,select_k_10,18,64,,1.7171669952484543,1.8270919889391337,-42.57790668315875,0.44521564669942554,False,5.0,0.8997728029024278,1.0341886800049112,81.57907245672124,0.28626938204986746,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,robust,select_k_10,18,64,,1.1125674898276774,1.1153382047462492,-1078.1385595307377,0.3252952418814898,False,,0.6328866852598878,0.6380946598856879,,0.31590871688722544,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.5,robust,select_k_10,18,64,5.0,2.8164463863143867,3.3925605475540856,-7.036438236218736,0.6416589326625507,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.5,robust,select_k_10,18,64,,1.6095844448481167,1.7215415398772642,-43.85867476526845,0.40765931395600774,False,5.0,0.8454909053748726,0.9692538363301989,87.93940634282373,0.24312284185024594,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.5,robust,select_k_10,18,64,,1.0764933301893627,1.0788477841650028,-1047.0080183391767,0.3180876610293011,False,,0.5977253937788775,0.6024410796480331,,0.3026519043740345,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.8,robust,select_k_10,18,64,5.0,2.7121969725727966,3.259132659675948,-6.416730071234913,0.6179082346634095,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.8,robust,select_k_10,18,64,,1.6194632176091992,1.7183524059308422,-42.438661584614,0.4182907301433706,False,5.0,0.7911962498363592,0.9033151738300289,83.32885549157382,0.2579239263320371,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.8,robust,select_k_10,18,64,,1.0320776966946565,1.0337957129078068,-996.5159657270898,0.3054906544630795,False,,0.568352328628684,0.5719604353555112,,0.2843153349049436,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.2,robust,select_k_10,18,64,5.0,2.073701702924282,2.55670051851635,-3.564236247847905,0.47244258858417304,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.2,robust,select_k_10,18,64,,1.5505969028709143,1.6670654873682687,-38.36532946020903,0.4256159447211111,False,5.0,0.6719266996743115,0.7575392822533504,68.77394048949154,0.33168787007314254,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.2,robust,select_k_10,18,64,,0.9600406314681189,0.9605816500945863,-882.8900219401681,0.2727750257533601,False,,0.5503893342245288,0.5515182498374787,,0.2613302540825679,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.5,robust,select_k_10,18,64,5.0,1.4457012690785653,2.187526790060446,-2.341297590280544,0.3293679360535494,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.5,robust,select_k_10,18,64,,1.5122930994410066,1.6678212355688946,-36.9908866220397,0.4195995907612192,False,5.0,0.6888139836270005,0.7973762738718738,64.84071937802726,0.34644800849870844,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.5,robust,select_k_10,18,64,,1.0572647428013056,1.0573327171297326,-804.8436792308981,0.3093927494414023,False,,0.5638464756911755,0.5639613082623466,,0.2872669580084759,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.8,robust,select_k_10,18,64,5.0,1.676852455435909,2.4408436108101736,-3.15995186327431,0.3820301220772031,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.8,robust,select_k_10,18,64,,1.550343544810438,1.7358214032369375,-35.262975397391685,0.42992550184993783,False,5.0,0.7236207751507575,0.8905418410755862,60.05374103342318,0.353380570998301,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.8,robust,select_k_10,18,64,,1.0921877194618665,1.092194873470034,-779.1465775688425,0.3279702144873252,False,,0.6311466292541018,0.631156634861448,,0.3253588924555432,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.2,robust,select_k_10,18,64,5.0,2.1459672314163756,3.608963108292849,-8.094383875290415,0.4889065348200577,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.2,robust,select_k_10,18,64,,1.6925397294983031,2.0206068420349097,-26.133041074832164,0.4729025059246924,False,5.0,0.968053255931066,1.4296144807709996,35.165030371808115,0.40536572915169583,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.2,robust,select_k_10,18,64,,1.1435812935959269,1.1440457010355682,-685.5524546066223,0.36032043698757116,False,,0.8168670204698925,0.8172633397629562,,0.40715882285559496,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.5,robust,select_k_10,18,64,5.0,2.1925236473413596,3.7123737255188725,-8.623028614774938,0.4995132839121686,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.5,robust,select_k_10,18,64,,1.6584142080904065,2.012668022956335,-16.801935245382804,0.47941674743010976,False,5.0,1.1733550464864477,1.5602983516093587,20.090197886271177,0.47260919052624417,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.5,robust,select_k_10,18,64,,1.0708090311418683,1.0715637324235703,-666.76258942298,0.36102251298698723,False,,1.021599195440381,1.0221497120466154,,0.4670361302327611,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.8,robust,select_k_10,18,64,5.0,2.187927661729952,3.7025717415848165,-8.572279281108734,0.4984662001699471,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.8,robust,select_k_10,18,64,,1.6429298466487734,2.0025915691925222,-15.599818259311842,0.47644388245253105,False,5.0,1.1913502771554152,1.571520630218904,19.494325425083574,0.47547483028690096,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.8,robust,select_k_10,18,64,,1.0708090311418683,1.0715637324235703,-666.76258942298,0.36102251298698723,False,,1.021599195440381,1.0221497120466154,,0.4670361302327611,17.0
random_split,delay_ratio,openroad_critical_path_delay,gpr_matern,robust,select_k_10,18,64,5.0,0.7645210997539383,1.109311884518102,0.1407575431265471,0.1741775718685214,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,gpr_matern,robust,select_k_10,18,64,,1.2776309414663323,1.4578288546545248,-22.156622889666778,0.38266472676374763,False,5.0,0.9523951597404662,0.8901186571924578,31.45293807428908,0.4444435727619423,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_matern,robust,select_k_10,18,64,,1.0090188634302184,1.009030830797437,-782.665823894303,0.33913929367606743,False,,0.9599736793238448,0.9599858420895816,,0.4494382800394716,17.0
random_split,delay_ratio,openroad_critical_path_delay,gpr_rbf,robust,select_k_10,18,64,5.0,0.6917519520607952,1.0924060758733107,0.16674752824041494,0.15759888822432525,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,gpr_rbf,robust,select_k_10,18,64,,1.2712467278496946,1.4721284136379331,-24.008373596845495,0.3839291664695671,False,5.0,0.9888204138865578,0.9130420766840918,34.46922650265899,0.45923623263003277,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_rbf,robust,select_k_10,18,64,,0.9697954575324987,0.9697962261183276,-771.2050835094673,0.32868830242506347,False,,0.9631149897479117,0.9631157896887071,,0.4516371428022344,17.0
random_split,delay_ratio,openroad_critical_path_delay,gpr_rq,robust,select_k_10,18,64,5.0,1.1841503958422637,1.8857401898513926,-1.4829736504227804,0.26977991940488816,False,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,gpr_rq,robust,select_k_10,18,64,,1.209697149049727,1.4752333793835117,-21.307160858295152,0.3383710211927408,False,5.0,0.5928590255788505,0.6323827920369964,36.02823286743493,0.28799012936368296,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_rq,robust,select_k_10,18,64,,0.8493976917392482,0.8516194538950461,-1036.8098512864262,0.2538071929527502,False,,0.748193039917445,0.7524360153182919,,0.27508480430468,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a0.1,standard,none,18,81,5.0,4.350625188597931,5.477923274617018,-19.9527140898377,0.9911843266378235,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a0.1,standard,none,18,81,,3.5445450351911285,4.098960877132684,-136.87313670681516,1.0417414390032225,True,5.0,2.5569581333705496,3.07124216816108,175.26636896834393,1.1078889682260518,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a0.1,standard,none,18,81,,1.3940374437878496,1.3966967407865896,-1069.921697603223,0.3835977739138672,True,,1.184506217257895,1.1864966774655525,,0.39300691241548613,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a1,standard,none,18,81,5.0,4.326137175867225,5.4468234681818934,-19.715479800841013,0.9856053274464439,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a1,standard,none,18,81,,3.398316686788366,3.9504012681548817,-117.62508911006519,0.9964691408111825,True,5.0,2.4639503195655155,2.945091876947816,150.72447926518143,1.0496729656930126,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a1,standard,none,18,81,,1.3315032918214573,1.3341068709229547,-1065.7826540246906,0.36876424192506974,True,,1.1798429675866557,1.1819367886942926,,0.39314677768237427,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a10,standard,none,18,81,5.0,4.112282683726864,5.176203685513116,-17.708161569020845,0.9368837732785179,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a10,standard,none,18,81,,2.7441649801769024,3.2791047061687086,-57.00429351274421,0.7923738363691439,True,5.0,2.078360163085839,2.4003872113030407,73.99734831318457,0.7948436554626929,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a10,standard,none,18,81,,1.128440460239316,1.130564478786384,-1029.1987097535202,0.32954219845485944,True,,1.1519810455936472,1.154060254190162,,0.38508617009000773,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,standard,none,18,81,5.0,2.4424413126616313,3.7742242095703795,-8.946351175393778,0.5564509565631195,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,standard,none,18,81,,2.908038631361202,3.9700583094897453,-79.50329528819802,0.8118201594210401,True,5.0,1.6604010203216286,2.6398299870760416,78.16015927492101,0.7283399635253502,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,standard,none,18,81,,1.5335647391899778,1.5353414258571865,-1001.3594035865085,0.46347761923258957,True,,3.061813772106214,3.0622023155341744,,0.9061952643363109,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,standard,none,18,81,5.0,2.4362782307062774,3.7063424393287985,-8.591786020508463,0.5550468479642126,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,standard,none,18,81,,3.0814783836334563,4.496612778767873,-117.57605446378686,0.7809391987361488,True,5.0,1.851628661368769,4.105425079700376,145.3921203482815,0.5055228465348274,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,standard,none,18,81,,2.0666313107853433,2.0680776538437633,-973.4337303352884,0.623175138579513,True,,5.139700830921365,5.139721631222146,,1.4959789146970712,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,standard,none,18,81,5.0,2.2807974294105504,3.3358747229968166,-6.770122429694608,0.519624322084184,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,standard,none,18,81,,3.076647533103955,4.637892190685347,-124.04108224570857,0.7563914565041109,True,5.0,2.2395729259430754,4.9391255253178485,154.77729523087137,0.5041514075562522,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,standard,none,18,81,,2.3231176222593732,2.3245174922578715,-969.3625502832186,0.7032173634512957,True,,6.055042657666645,6.054995741511131,,1.757587641671912,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,standard,none,18,81,5.0,2.4561243453523622,3.7856632987239185,-9.006734243306449,0.559568303370992,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,standard,none,18,81,,3.5042545757034445,4.639239158513079,-151.4661331428104,1.0605254888523532,True,5.0,2.8447690157492236,3.4651351879828916,195.77480604034764,1.2884703159535633,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,standard,none,18,81,,1.4788686914595188,1.4804846927657314,-987.9814789902025,0.44561885215694863,True,,3.02316448042768,3.0235459968808382,,0.8938362350498598,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.5,standard,none,18,81,5.0,2.524391963355069,3.787301916273823,-9.015398911981734,0.5751214227614002,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.5,standard,none,18,81,,3.463418332672906,4.586678777835308,-155.3971045259478,1.0391510541713662,True,5.0,2.687409422374221,3.2704566353333147,189.90215991326616,1.2273646179290947,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.5,standard,none,18,81,,1.454447782492279,1.4559057838455371,-974.4488771943097,0.44011411016432933,True,,2.7974567674098103,2.7978348317895674,,0.8320168489043503,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.8,standard,none,18,81,5.0,2.6110993740534774,3.806406271295289,-9.116695468171667,0.5948756012442651,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.8,standard,none,18,81,,3.3045836761633054,4.593091453609525,-119.13812710678405,0.9149941021753756,True,5.0,1.9737291106030246,3.3673705312946245,120.52718591304696,0.8177953687136696,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.8,standard,none,18,81,,1.5676509594100423,1.569020846205296,-966.7144075003438,0.4727297373407231,True,,3.1348426404752563,3.135103479061831,,0.9283628568951514,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.2,standard,none,18,81,5.0,2.6975441155688573,3.733185307937008,-8.731224516626689,0.614569936930745,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.2,standard,none,18,81,,2.768893024432058,3.420019188031067,-77.30643938541165,0.8084491861825182,True,5.0,1.8149775601166458,2.11491565556597,93.40845908483273,0.8418739131908229,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.2,standard,none,18,81,,1.351744005762807,1.3529031304313122,-947.5647079190584,0.39574137613329546,True,,1.8397861237116027,1.8402936799786125,,0.5747438869981584,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.5,standard,none,18,81,5.0,2.4836681699001044,3.337964004396586,-6.779858440390014,0.5658434950972143,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.5,standard,none,18,81,,1.7459369692607605,1.9287837393993859,-35.11925761595133,0.47865015907860525,True,5.0,0.9377094942440443,1.171167051944847,56.98027702076592,0.38035753111469495,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.5,standard,none,18,81,,1.004219840263171,1.0042750845696946,-800.9925077420535,0.29002993482193157,True,,0.7229336205346544,0.7230103501350666,,0.31629250020282434,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.8,standard,none,18,81,5.0,2.4119901640640085,3.097833563046691,-5.700767637594725,0.5495134016348794,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.8,standard,none,18,81,,1.696825447654454,1.8422904631414287,-30.229411307091663,0.46917685854592517,True,5.0,0.9138149446329592,1.0750392260718091,46.92828394671362,0.3842212777521293,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.8,standard,none,18,81,,1.0873261660715858,1.0875402875930265,-709.4434164138299,0.3279842735806551,True,,0.6559180525274674,0.6561767103904447,,0.3365921154350585,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.2,standard,none,18,81,5.0,1.1798791201435703,1.7316529209614115,-1.0937754160281399,0.26880681293311276,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.2,standard,none,18,81,,1.4076507070371318,1.555153540809291,-15.928721742356725,0.4174008702753868,True,5.0,0.9826953557945745,0.9843686467810512,21.519866600671193,0.4540391964135168,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.2,standard,none,18,81,,1.0902531151480197,1.0910078164297214,-666.76258942298,0.3620956311561028,True,,0.9800452223782462,0.9806031676266088,,0.45563474272249954,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.5,standard,none,18,81,5.0,1.0630938461538462,1.5076326148661963,-0.5870822874230788,0.2422001235165917,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.5,standard,none,18,81,,1.3595028539682539,1.5070078716642188,-13.836619433722685,0.40918506086946066,True,5.0,1.0380534045021814,1.0183432267420536,20.55121329683721,0.47051723583746846,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.5,standard,none,18,81,,1.0708090311418683,1.0715637324235703,-666.76258942298,0.36102251298698723,True,,1.021599195440381,1.0221497120466154,,0.4670361302327611,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.8,standard,none,18,81,5.0,1.0630938461538462,1.5076326148661963,-0.5870822874230788,0.2422001235165917,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.8,standard,none,18,81,,1.3595028539682539,1.5070078716642188,-13.836619433722685,0.40918506086946066,True,5.0,1.0380534045021814,1.0183432267420536,20.55121329683721,0.47051723583746846,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.8,standard,none,18,81,,1.0708090311418683,1.0715637324235703,-666.76258942298,0.36102251298698723,True,,1.021599195440381,1.0221497120466154,,0.4670361302327611,17.0
random_split,delay_ratio,openroad_critical_path_delay,pls_2,standard,none,18,81,5.0,4.306791158342766,5.361379805851597,-19.070654965774796,0.9811978070276869,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,pls_2,standard,none,18,81,,2.722106872412347,3.3735927345998213,-48.73189414533944,0.7516228995007569,True,5.0,1.8744267216448032,2.1910165627309746,54.8800578697667,0.6462541516719436,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,pls_2,standard,none,18,81,,1.474479629897047,1.4776510309556823,-1107.1013122171994,0.4211611313549696,True,,1.6514733074688275,1.6530821035784418,,0.5444102135074704,17.0
random_split,delay_ratio,openroad_critical_path_delay,pls_3,standard,none,18,81,5.0,4.337476688330314,5.510894584282853,-20.205699554772824,0.9881887600654121,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,pls_3,standard,none,18,81,,2.782822394288755,3.331176779417409,-49.96474112520484,0.7854544631901821,True,5.0,2.0223852865345564,2.36958614563211,62.27715785912014,0.7298271448674007,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,pls_3,standard,none,18,81,,1.4386045587961191,1.4414875127999442,-1086.3399072381371,0.42995058897315613,True,,1.2453362965844796,1.247316655890159,,0.4650997308291962,17.0
random_split,delay_ratio,openroad_critical_path_delay,pls_5,standard,none,18,81,5.0,4.31627110186308,5.438017780623388,-19.64855397053346,0.9833575820088488,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,pls_5,standard,none,18,81,,3.465507648285244,4.150221853189569,-127.37037311157933,1.0090229982210324,True,5.0,2.3958608986848042,2.9125538113231584,160.55085854499723,1.035599990885637,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,pls_5,standard,none,18,81,,1.4571469525957526,1.459718166917239,-1063.3688364045224,0.4120631479256273,True,,1.6162015605816615,1.6174957012293658,,0.5053600918884436,17.0
random_split,delay_ratio,openroad_critical_path_delay,gpr_matern,standard,none,18,81,5.0,1.083914674046624,1.5392149925856542,-0.6542721809469656,0.2469436436729662,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,gpr_matern,standard,none,18,81,,1.3647888880237515,1.5134214406370199,-13.863355017152514,0.410397706347593,True,5.0,1.0366283797881986,1.0189906812111857,20.54673326790174,0.4700687365063775,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_matern,standard,none,18,81,,1.0718096102556365,1.0725643115373384,-666.76258942298,0.3612057153437527,True,,1.0210811794552752,1.0216311898534367,,0.46693635417025847,17.0
random_split,delay_ratio,openroad_critical_path_delay,gpr_rbf,standard,none,18,81,5.0,1.0646991557587537,1.5100520058153675,-0.5921801520403132,0.24256585433706218,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,gpr_rbf,standard,none,18,81,,1.3598704354713915,1.5073955320708696,-13.837541276014164,0.4092678695613797,True,5.0,1.0379283272237088,1.0183669813496945,20.550620598179478,0.47048291766918227,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_rbf,standard,none,18,81,,1.0708627304127163,1.0716174316944183,-666.76258942298,0.3610322937603988,True,,1.0215654101286167,1.0221159028036464,,0.4670299791809123,17.0
random_split,delay_ratio,openroad_critical_path_delay,gpr_rq,standard,none,18,81,5.0,3.1896435558155583,4.880744069345616,-15.633378382370893,0.7266828474149888,True,,,,,,
