evaluation,normalized_target,original_target,model,scaler,reduction,rows,features,test_rows,mae_original,rmse_original,r2_original,relative_mae_original,include_benchmark_onehot,folds,mae_original_std,rmse_original_std,r2_original_std,relative_mae_original_std,groups
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.001_l10.2,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.001_l10.5,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.001_l10.5,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.001_l10.5,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.001_l10.8,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.001_l10.8,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.001_l10.8,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.01_l10.2,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.01_l10.2,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.01_l10.2,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.01_l10.5,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.01_l10.5,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.01_l10.5,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.01_l10.8,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.01_l10.8,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.01_l10.8,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.1_l10.2,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.1_l10.2,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.1_l10.2,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.1_l10.5,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.1_l10.5,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.1_l10.5,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.1_l10.8,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.1_l10.8,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.1_l10.8,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a1.0_l10.2,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a1.0_l10.2,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a1.0_l10.2,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a1.0_l10.5,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a1.0_l10.5,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a1.0_l10.5,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a1.0_l10.8,standard,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a1.0_l10.8,standard,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a1.0_l10.8,standard,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,gpr_matern,standard,select_k_10,18,64,5.0,0.021215381831817787,0.03183998631064705,-0.10751846363365769,0.6534646039492941,False,,,,,,
kfold,power_per_area,openroad_total_power,gpr_matern,standard,select_k_10,18,64,,0.032201056821444814,0.045556543978990505,-102.74400195162241,2.0197435679367715,False,5.0,0.028502991713488943,0.04818889435438151,174.56029741196735,1.32464248681573,
groupkfold_by_benchmark,power_per_area,openroad_total_power,gpr_matern,standard,select_k_10,18,64,,0.0282587647980356,0.030271263914856024,-2.238231239973251,2.4865270612880983,False,,0.038613681699530195,0.04648008135327653,,1.6014878071468979,17.0
random_split,power_per_area,openroad_total_power,gpr_rbf,standard,select_k_10,18,64,5.0,0.021762950103626062,0.032460651228320675,-0.15111758202135261,0.6703305027914143,False,,,,,,
kfold,power_per_area,openroad_total_power,gpr_rbf,standard,select_k_10,18,64,,0.03235174248545114,0.04613776503261917,-109.4266565829544,2.033443000257887,False,5.0,0.028415755675388864,0.04786854917706007,184.3393733280672,1.314430362692144,
groupkfold_by_benchmark,power_per_area,openroad_total_power,gpr_rbf,standard,select_k_10,18,64,,0.02840066094720486,0.030427331148549695,-2.200718144047632,2.507018304523028,False,,0.03862717988877422,0.04647491457940208,,1.8204455536117168,17.0
random_split,power_per_area,openroad_total_power,gpr_rq,standard,select_k_10,18,64,5.0,0.021796985745759022,0.03250036181844866,-0.15393573367707236,0.6713788500511001,False,,,,,,
kfold,power_per_area,openroad_total_power,gpr_rq,standard,select_k_10,18,64,,0.032146866982550336,0.046781100719694595,-105.22525939209115,1.997090107748095,False,5.0,0.0285337667223448,0.047620809326736326,167.85072841688032,1.2715138797181138,
groupkfold_by_benchmark,power_per_area,openroad_total_power,gpr_rq,standard,select_k_10,18,64,,0.029558073178388405,0.031573829725112156,-2.229537426411031,2.3947032861124553,False,,0.040916625563269554,0.04835056029303257,,2.3632363955514197,17.0
random_split,power_per_area,openroad_total_power,ridge_a0.1,robust,none,18,64,5.0,0.05535017449279219,0.06810720827531554,-4.067472355469579,1.704865844045838,False,,,,,,
kfold,power_per_area,openroad_total_power,ridge_a0.1,robust,none,18,64,,0.05858772674394523,0.07356928057433446,-973.777388673386,5.596914097887678,False,5.0,0.01953651376206762,0.03386650203406819,1559.7965974719325,4.728724486851227,
groupkfold_by_benchmark,power_per_area,openroad_total_power,ridge_a0.1,robust,none,18,64,,0.04780469524332176,0.04978407527120182,-2.329102175007437,5.567015921334619,False,,0.046008418081772334,0.05201991540149765,,5.3491264305374715,17.0
random_split,power_per_area,openroad_total_power,ridge_a1,robust,none,18,64,5.0,0.053981587476289894,0.06275866081602663,-3.302813930456341,1.6627113742465927,False,,,,,,
kfold,power_per_area,openroad_total_power,ridge_a1,robust,none,18,64,,0.049222541171510086,0.061802823997495024,-382.79178743429304,4.021772579468598,False,5.0,0.02585433558654243,0.04116900780751752,501.6795144342364,3.3549593506268467,
groupkfold_by_benchmark,power_per_area,openroad_total_power,ridge_a1,robust,none,18,64,,0.03625923941674082,0.03812624515308633,-2.674698645810149,3.756804297458803,False,,0.04319986324790745,0.050131879394210356,,2.7690078938077507,17.0
random_split,power_per_area,openroad_total_power,ridge_a10,robust,none,18,64,5.0,0.06189388384959379,0.06755303961694926,-3.9853427385926494,1.9064216056672756,False,,,,,,
kfold,power_per_area,openroad_total_power,ridge_a10,robust,none,18,64,,0.04552929073296654,0.05556031637072164,-152.94865491776906,2.7846766150789395,False,5.0,0.03387378097142933,0.048645623904975684,231.2097160994521,1.5701837310990334,
groupkfold_by_benchmark,power_per_area,openroad_total_power,ridge_a10,robust,none,18,64,,0.028969219484031132,0.030882551231030148,-2.524769760105471,2.6175771183301797,False,,0.0420954199301539,0.049445788233264246,,1.6686454615720479,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.001_l10.2,robust,none,18,64,5.0,0.04607665469316148,0.054798168835384804,-2.2804794587072377,1.4192279521087128,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.001_l10.2,robust,none,18,64,,0.04214836022389097,0.055243391543481526,-170.1893046999349,2.6662235120186364,False,5.0,0.030898384634708863,0.0518318810516932,306.02356035827364,1.7717982471018465,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.001_l10.2,robust,none,18,64,,0.03294321766993121,0.03495897421665497,-2.229537426411031,3.555526797164618,False,,0.03642425323943223,0.044450336888245214,,1.965716080117273,17.0
