evaluation,target,feature_set,include_benchmark_onehot,model,scaler,reduction,rows,features,test_rows,mae,rmse,r2,relative_mae,folds,mae_std,rmse_std,r2_std,relative_mae_std,groups,error
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.8,standard,none,18.0,18.0,,12299.750144601217,14108.468270482714,-2.8586737069379513,0.31592726798362963,5.0,2670.8716147157797,3485.4676125212704,3.935569349586435,0.13579123077319427,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.8,standard,none,18.0,18.0,,10729.963465657442,10729.963465657442,0.0,0.38354542321949436,,7938.304936340707,7938.304936340707,,0.6274232029730251,17.0,
random_split,openroad_synth_chip_area,code_only,False,pls_2,standard,none,18.0,18.0,5.0,8982.981581148188,10720.59744778738,0.5227732062239474,0.17297184275941474,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,pls_2,standard,none,18.0,18.0,,10924.010179800229,12630.061797059256,-2.815402765980677,0.28625378388184364,5.0,3944.593412154955,5008.572639926883,4.237761623422096,0.16277366481403366,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,pls_2,standard,none,18.0,18.0,,9040.893481697829,9040.893481697829,0.0,0.30284410709079934,,8416.192983952003,8416.192983952003,,0.5422158587741425,17.0,
random_split,openroad_synth_chip_area,code_only,False,pls_3,standard,none,18.0,18.0,5.0,13210.254795173194,15916.7178617079,-0.051947043988407327,0.25437012139018966,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,pls_3,standard,none,18.0,18.0,,14286.117032477976,16133.256149123514,-3.748232928558977,0.3708789195633294,5.0,2591.4751497608004,3683.0642864815336,4.759134597835693,0.17033196880355675,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,pls_3,standard,none,18.0,18.0,,12379.86790107083,12379.86790107083,0.0,0.4302775100168853,,9276.789427987242,9276.789427987242,,0.6281469416616684,17.0,
random_split,openroad_synth_chip_area,code_only,False,pls_5,standard,none,18.0,18.0,5.0,23820.171080424392,29870.305312517758,-2.704811915259955,0.4586694127562586,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,pls_5,standard,none,18.0,18.0,,17108.46889844215,19289.286912770356,-4.304168085697038,0.4304616589047951,5.0,4714.524566455484,6208.668240181722,4.283029058807367,0.15885681758718853,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,pls_5,standard,none,18.0,18.0,,13695.702418981535,13695.702418981535,0.0,0.5490673593743073,,11732.66077154529,11732.66077154529,,0.9125117001859019,17.0,
random_split,openroad_synth_chip_area,code_only,False,gpr_matern,standard,none,18.0,18.0,5.0,13441.551775504679,20129.846051612993,-0.6825491070574696,0.25882386144867825,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,gpr_matern,standard,none,18.0,18.0,,10027.907488606026,12939.199785216788,-0.4013208502968535,0.2748446177623188,5.0,7443.616639656328,9622.077023613085,0.939338837924506,0.27276448612168225,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,gpr_matern,standard,none,18.0,18.0,,10499.172112257138,10499.172112257138,0.0,0.38259652407873174,,10742.359772809634,10742.359772809634,,0.684864069483929,17.0,
random_split,openroad_synth_chip_area,code_only,False,gpr_rbf,standard,none,18.0,18.0,5.0,13416.495591311372,20126.650760556204,-0.6820149939395626,0.258341391979796,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,gpr_rbf,standard,none,18.0,18.0,,10011.507984541993,12961.559792887827,-0.40878813219542576,0.27461238345018757,5.0,7473.3418188771275,9613.121973303229,0.9313950953651604,0.27343539042850074,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,gpr_rbf,standard,none,18.0,18.0,,10666.533681722687,10666.533681722687,0.0,0.38663629410398076,,10806.223783590021,10806.223783590021,,0.6865683087806668,17.0,
random_split,openroad_synth_chip_area,code_only,False,ridge_a0.1,standard,select_k_5,18.0,18.0,5.0,5257.918767345271,7401.751129356208,0.7725134110779311,0.10124387877802762,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,ridge_a0.1,standard,select_k_5,18.0,18.0,,11938.338505578973,13103.444864655237,-2.5805156646210157,0.3319796755843091,5.0,5973.500994761206,5084.368840885546,3.4355556388487227,0.26302462119675507,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,ridge_a0.1,standard,select_k_5,18.0,18.0,,10433.486236633787,10433.486236633787,0.0,0.36003804140630347,,7252.384366444576,7252.384366444576,,0.5679928163719546,17.0,
random_split,openroad_synth_chip_area,code_only,False,ridge_a1,standard,select_k_5,18.0,18.0,5.0,8685.618703083417,9841.648742776186,0.5978180618882745,0.16724597050614756,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,ridge_a1,standard,select_k_5,18.0,18.0,,11649.282904496797,12802.993674605186,-2.3909916470959613,0.31503093195754733,5.0,5144.475566301574,4336.965677118453,3.4330657598393173,0.22598227425900186,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,ridge_a1,standard,select_k_5,18.0,18.0,,9900.361940900824,9900.361940900824,0.0,0.342959868513896,,7018.292789979887,7018.292789979887,,0.5473013163020874,17.0,
random_split,openroad_synth_chip_area,code_only,False,ridge_a10,standard,select_k_5,18.0,18.0,5.0,11753.355864486522,13714.45019229767,0.21901328825584065,0.2263167973931829,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,ridge_a10,standard,select_k_5,18.0,18.0,,11596.987974263438,12741.005465714587,-1.7858761166022632,0.30600857303723006,5.0,4492.762908168708,4367.349180383111,2.5460287969036326,0.19549230350721356,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,ridge_a10,standard,select_k_5,18.0,18.0,,9456.143339478214,9456.143339478214,0.0,0.33122377865217595,,6738.752697860857,6738.752697860857,,0.53507164963638,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.2,standard,select_k_5,18.0,18.0,5.0,4839.238186845435,7210.515550576873,0.7841164867782414,0.09318197295283706,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.2,standard,select_k_5,18.0,18.0,,12158.608921901694,13326.056660479395,-2.639837879038533,0.3398388818593155,5.0,6243.6208110974985,5323.909390027644,3.408949220329667,0.27505706339785163,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.2,standard,select_k_5,18.0,18.0,,10636.735674314961,10636.735674314961,0.0,0.36600462991472527,,7386.371598596707,7386.371598596707,,0.5727826010693123,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.5,standard,select_k_5,18.0,18.0,5.0,4818.600823776915,7205.794655225601,0.7843990823379079,0.09278459011425388,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.5,standard,select_k_5,18.0,18.0,,12173.292142339482,13341.817082543077,-2.6438235952379223,0.34035756472684625,5.0,6262.06768994991,5339.8875022412,3.407253400769543,0.27586574758537813,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.5,standard,select_k_5,18.0,18.0,,10653.105725466356,10653.105725466356,0.0,0.3664722710897106,,7398.269443952953,7398.269443952953,,0.5731111943108272,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.8,standard,select_k_5,18.0,18.0,5.0,4797.732049593501,7201.482470612853,0.7846570504925092,0.09238275133789364,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.8,standard,select_k_5,18.0,18.0,,12188.44509323,13358.178253580985,-2.6479379325215193,0.34089223197849083,5.0,6281.132717784765,5356.381775446809,3.405494407222859,0.27669999186156524,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.8,standard,select_k_5,18.0,18.0,,10670.179239350813,10670.179239350813,0.0,0.36695818906186695,,7410.880053900596,7410.880053900596,,0.5734465633698891,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.2,standard,select_k_5,18.0,18.0,5.0,5274.46153577816,7412.91735340777,0.7718265243632384,0.10156241813095074,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.2,standard,select_k_5,18.0,18.0,,11901.407120339707,13071.476116511676,-2.5702202460541463,0.3306723451900802,5.0,5930.517565965384,5042.096091979526,3.4367126216544217,0.2610068581039031,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.2,standard,select_k_5,18.0,18.0,,10375.635802945428,10375.635802945428,0.0,0.35827644811534887,,7218.384708326434,7218.384708326434,,0.5663210813173062,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.5,standard,select_k_5,18.0,18.0,5.0,5106.038790449575,7311.772007401364,0.778010658303798,0.09831935319099552,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.5,standard,select_k_5,18.0,18.0,,11991.04518223591,13154.575771186766,-2.59442846437483,0.33388216678745347,5.0,6036.610056882609,5141.138136553709,3.427549337467702,0.26585398428986506,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.5,standard,select_k_5,18.0,18.0,,10461.399467476755,10461.399467476755,0.0,0.36087609046290287,,7269.523197712986,7269.523197712986,,0.5687376892095302,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.8,standard,select_k_5,18.0,18.0,5.0,4919.621196721676,7233.213796898438,0.7827551722233705,0.09472978836570853,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.8,standard,select_k_5,18.0,18.0,,12104.056307338971,13268.400710425252,-2.625040588082606,0.33790687271731484,5.0,6175.399007538902,5264.549046035607,3.415172287306986,0.27205217668602966,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.8,standard,select_k_5,18.0,18.0,,10577.400542249918,10577.400542249918,0.0,0.3642945357357739,,7344.752218151864,7344.752218151864,,0.5715280293028522,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.2,standard,select_k_5,18.0,18.0,5.0,8759.080008715555,9914.474567325467,0.5918439413623218,0.1686605050114136,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.2,standard,select_k_5,18.0,18.0,,11633.785733287541,12788.176022699476,-2.3689399708533796,0.3138869573820655,5.0,5092.995815260088,4293.2325505269255,3.4176503102448503,0.22302661049105127,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.2,standard,select_k_5,18.0,18.0,,9819.66090058848,9819.66090058848,0.0,0.3404225979539039,,7011.280906435165,7011.280906435165,,0.5441161248105311,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.5,standard,select_k_5,18.0,18.0,5.0,7871.095460821307,9081.907428861194,0.6575154511479042,0.15156191450405987,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.5,standard,select_k_5,18.0,18.0,,11661.950632401658,12795.49093615283,-2.423103373558722,0.31695167451553535,5.0,5215.465427510415,4435.995969700596,3.450837594493536,0.23079839275254582,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.5,standard,select_k_5,18.0,18.0,,9944.284366002552,9944.284366002552,0.0,0.34436306888617313,,7028.628712291045,7028.628712291045,,0.5491030137831967,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.8,standard,select_k_5,18.0,18.0,5.0,6301.83455461335,7912.663833411919,0.7400245898944631,0.12134500397551744,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.8,standard,select_k_5,18.0,18.0,,11776.256357087776,12895.939934305188,-2.506098789724303,0.3242041521315716,5.0,5554.642433013226,4769.7184047705705,3.455542723241666,0.24667531079682695,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.8,standard,select_k_5,18.0,18.0,,10170.846559074904,10170.846559074904,0.0,0.35179753060853847,,7110.515916727874,7110.515916727874,,0.5590530717830678,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.2,standard,select_k_5,18.0,18.0,5.0,11786.034167846603,13776.056153697878,0.21198107034497937,0.2269460346124049,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.2,standard,select_k_5,18.0,18.0,,11558.648463604146,12727.403978497812,-1.7227072830685544,0.304957220086061,5.0,4494.310772145382,4443.731177373573,2.4462781071567616,0.1953420688646683,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.2,standard,select_k_5,18.0,18.0,,9401.0607247595,9401.0607247595,0.0,0.33036732167255795,,6801.982111498692,6801.982111498692,,0.5389109143001809,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.5,standard,select_k_5,18.0,18.0,5.0,11371.6877548143,13058.278615190486,0.29195851770847037,0.2189675853686305,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.5,standard,select_k_5,18.0,18.0,,11660.922427005726,12763.201919876004,-1.9235893176022916,0.30799445693287797,5.0,4548.172162720476,4273.793547621611,2.7833612930185145,0.19712373162728367,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.5,standard,select_k_5,18.0,18.0,,9494.963607002926,9494.963607002926,0.0,0.3320076762039054,,6735.140242881394,6735.140242881394,,0.5339238421410408,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.8,standard,select_k_5,18.0,18.0,5.0,10297.535599242141,11600.036724311087,0.4412653954236363,0.19828424364351416,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.8,standard,select_k_5,18.0,18.0,,11702.399102410152,12800.373731217685,-2.2078363056467767,0.3114826884989891,5.0,4798.233974794869,4172.766451744047,3.224927606896321,0.20768670556752872,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.8,standard,select_k_5,18.0,18.0,,9678.416662863492,9678.416662863492,0.0,0.33621070113001467,,6824.752356639653,6824.752356639653,,0.5350234788797082,17.0,
random_split,openroad_synth_chip_area,code_only,False,gpr_matern,standard,select_k_5,18.0,18.0,5.0,14825.188552270945,20033.15094178122,-0.6664234483029181,0.2854664857071116,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,gpr_matern,standard,select_k_5,18.0,18.0,,10415.54533847767,13095.955250193556,-1.5085040892549504,0.26717271626006545,5.0,5807.18967116739,6840.671128212929,1.9074041772052532,0.1788307657512082,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,gpr_matern,standard,select_k_5,18.0,18.0,,9812.402137617415,9812.402137617415,0.0,0.3415614848263231,,9628.967290863608,9628.967290863608,,0.6199298790558017,17.0,
random_split,openroad_synth_chip_area,code_only,False,gpr_rbf,standard,select_k_5,18.0,18.0,5.0,16081.81490648629,20522.03961845298,-0.7487506333848617,0.30966346019549634,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,gpr_rbf,standard,select_k_5,18.0,18.0,,12403.877228059038,16433.599128755042,-3.201267730400552,0.31231678618400066,5.0,4256.037225014607,4090.229831535115,3.3225141528164763,0.13509553069911065,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,gpr_rbf,standard,select_k_5,18.0,18.0,,12279.1387759661,12279.1387759661,0.0,0.39529521850870863,,9753.77721991945,9753.77721991945,,0.5700380790768986,17.0,
random_split,openroad_synth_chip_area,code_only,False,ridge_a0.1,standard,select_k_10,18.0,18.0,5.0,10213.810947047998,12460.638953455567,0.35528545750272045,0.19667208322176685,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,ridge_a0.1,standard,select_k_10,18.0,18.0,,16506.434808668557,18418.59593746205,-3.7652542822297512,0.4632491515864098,5.0,9164.18317162281,9936.077777438062,3.2079979411319495,0.4122673012442642,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,ridge_a0.1,standard,select_k_10,18.0,18.0,,13411.048613253419,13411.048613253419,0.0,0.421927341971678,,10262.064190283794,10262.064190283794,,0.48954278143705443,17.0,
random_split,openroad_synth_chip_area,code_only,False,ridge_a1,standard,select_k_10,18.0,18.0,5.0,10193.329356602146,11822.611852957065,0.41961830770649045,0.19627769986362914,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,ridge_a1,standard,select_k_10,18.0,18.0,,14705.793426951943,16168.676604985143,-2.97376932396678,0.41034406029701775,5.0,7487.4242910139765,8057.68249329458,2.8148492038369755,0.3525526516999109,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,ridge_a1,standard,select_k_10,18.0,18.0,,11123.666800843104,11123.666800843104,0.0,0.37226754042461124,,7574.19163704106,7574.19163704106,,0.49798982243478734,17.0,
random_split,openroad_synth_chip_area,code_only,False,ridge_a10,standard,select_k_10,18.0,18.0,5.0,9463.589926133294,10925.654618683651,0.5043423923189385,0.18222619893577469,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,ridge_a10,standard,select_k_10,18.0,18.0,,11191.770600117516,12300.244976428121,-1.678161124800561,0.3028952722131444,5.0,4481.325563536874,4639.5848801942375,2.346671485360826,0.21749669234693533,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,ridge_a10,standard,select_k_10,18.0,18.0,,9145.929220526346,9145.929220526346,0.0,0.29553116351917064,,7071.357252397111,7071.357252397111,,0.46768987236005977,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.2,standard,select_k_10,18.0,18.0,5.0,9694.88093763011,12580.841691372787,0.34278686221807764,0.18667982406134015,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.2,standard,select_k_10,18.0,18.0,,15770.333432077448,18242.15806274018,-3.705220108735407,0.43222087508781915,5.0,7702.4335057694925,8926.490082358032,3.4470326270970513,0.3371477431997911,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.2,standard,select_k_10,18.0,18.0,,13346.710141680487,13346.710141680487,0.0,0.36778017729504014,,11616.893667438317,11616.893667438317,,0.3496266418596633,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.5,standard,select_k_10,18.0,18.0,5.0,9647.014763893358,12582.070061042286,0.3426585178487085,0.185758136734889,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.5,standard,select_k_10,18.0,18.0,,15805.485070264618,18188.189942478213,-3.67733196102089,0.43318392500075314,5.0,7757.023429554526,8789.808932204416,3.4448443981232004,0.3381734756695615,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.5,standard,select_k_10,18.0,18.0,,13219.224897522534,13219.224897522534,0.0,0.35560561709600436,,11938.71687585104,11938.71687585104,,0.33706931324439543,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.8,standard,select_k_10,18.0,18.0,5.0,9595.074100260445,12582.328487082,0.34263151499469646,0.18475799304968024,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.8,standard,select_k_10,18.0,18.0,,15846.689931864243,18127.55704317959,-3.6437568993942775,0.4342667936358861,5.0,7815.54105783728,8639.969048589453,3.433488990498242,0.3391030518115238,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.001_l10.8,standard,select_k_10,18.0,18.0,,13038.94830096826,13038.94830096826,0.0,0.340108207200132,,12413.423136936462,12413.423136936462,,0.3301084242615386,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.2,standard,select_k_10,18.0,18.0,5.0,10223.68741195968,12454.599663870678,0.3559102527925436,0.1968622595368678,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.2,standard,select_k_10,18.0,18.0,,16555.298521646873,18410.59202679285,-3.765784350071814,0.465272345951956,5.0,9252.214321933987,9968.0554016169,3.187441176802832,0.41687700936072136,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.2,standard,select_k_10,18.0,18.0,,13223.779082884088,13223.779082884088,0.0,0.42305610750197736,,9974.215420253524,9974.215420253524,,0.5064339871247255,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.5,standard,select_k_10,18.0,18.0,5.0,10096.09975767559,12514.999894536086,0.3496479074118597,0.19440549487855163,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.5,standard,select_k_10,18.0,18.0,,16441.462718651346,18476.454863976982,-3.8000709821144745,0.45994960555301506,5.0,8976.889320568653,9832.578540955856,3.2840296190164167,0.4024414824893739,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.5,standard,select_k_10,18.0,18.0,,13481.410075924807,13481.410075924807,0.0,0.42004112526085596,,10392.932826840792,10392.932826840792,,0.47859769265786867,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.8,standard,select_k_10,18.0,18.0,5.0,9853.006406997154,12568.88438118399,0.34403554923474855,0.18972460975710675,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.8,standard,select_k_10,18.0,18.0,,16017.53648188,18389.516610145714,-3.7730179504876302,0.44254289748770137,5.0,8150.05528104905,9345.33987062518,3.412985878135058,0.3615139145384399,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.01_l10.8,standard,select_k_10,18.0,18.0,,13570.303993000254,13570.303993000254,0.0,0.39720116175305953,,10989.028383254248,10989.028383254248,,0.4043936520416598,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.2,standard,select_k_10,18.0,18.0,5.0,10182.620397417519,11806.35134154889,0.42121369345303616,0.19607149345126293,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.2,standard,select_k_10,18.0,18.0,,14404.372933692863,15887.179435100514,-2.88553823187647,0.40036351218589183,5.0,7093.004615066176,7682.256857567786,2.798087369897253,0.33628773612796337,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.2,standard,select_k_10,18.0,18.0,,10784.721628832898,10784.721628832898,0.0,0.3599546088535843,,7300.710150957013,7300.710150957013,,0.4870559323181202,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.5,standard,select_k_10,18.0,18.0,5.0,10292.823274355596,11986.765116105225,0.4033895830112524,0.19819350545019343,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.5,standard,select_k_10,18.0,18.0,,15269.081511626104,16719.68740780531,-3.1558567640388135,0.42754160378193273,5.0,8001.305432551424,8549.785714038499,2.851799284333648,0.37398858005267416,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.5,standard,select_k_10,18.0,18.0,,11313.944537478184,11313.944537478184,0.0,0.37875226324385664,,7733.222809536703,7733.222809536703,,0.5035202483868871,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.8,standard,select_k_10,18.0,18.0,5.0,10366.912048541943,12263.953652540167,0.37547785515597376,0.1996201221790636,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.8,standard,select_k_10,18.0,18.0,,16322.886616489704,17890.782418333038,-3.5613218075931137,0.4600285017358184,5.0,9131.736478961353,9695.228891875899,2.997447260992221,0.41727643138385045,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a0.1_l10.8,standard,select_k_10,18.0,18.0,,12404.760248561375,12404.760248561375,0.0,0.4103977527691809,,8804.5416816726,8804.5416816726,,0.5231622170003472,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.2,standard,select_k_10,18.0,18.0,5.0,9457.45514113614,10924.845868998718,0.5044157697249612,0.18210807055531386,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.2,standard,select_k_10,18.0,18.0,,11101.89019411572,12156.97495148656,-1.5997670101854635,0.3007873196217169,5.0,4518.398190718919,4581.607441589023,2.2684104917463075,0.21831266576758143,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.2,standard,select_k_10,18.0,18.0,,9208.761919630295,9208.761919630295,0.0,0.2997931511013816,,6845.111536000957,6845.111536000957,,0.46845830217373047,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.5,standard,select_k_10,18.0,18.0,5.0,9571.278844838127,11007.786614853487,0.49686231658483715,0.18429980340049218,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.5,standard,select_k_10,18.0,18.0,,11431.461114570366,12661.625109395398,-1.840747158066153,0.30851188150931014,5.0,4438.1829380421705,4766.072501903362,2.4828794738518862,0.21645117653883209,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.5,standard,select_k_10,18.0,18.0,,9114.204993695455,9114.204993695455,0.0,0.29332209671684206,,7218.3104099271395,7218.3104099271395,,0.4687784818089247,17.0,
random_split,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.8,standard,select_k_10,18.0,18.0,5.0,9887.242350268352,11389.32594089719,0.4613794921690648,0.1903838401187334,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.8,standard,select_k_10,18.0,18.0,,12406.723054998754,14107.524626719736,-2.3331684607461787,0.33671061965776,5.0,5040.883541884703,5890.428600237875,2.701576970895768,0.2450500093817986,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,elasticnet_a1.0_l10.8,standard,select_k_10,18.0,18.0,,9866.139771069424,9866.139771069424,0.0,0.323581029218201,,6959.611214280594,6959.611214280594,,0.4640354058703632,17.0,
random_split,openroad_synth_chip_area,code_only,False,gpr_matern,standard,select_k_10,18.0,18.0,5.0,13137.30644313746,20099.956807285347,-0.6775562436964282,0.252965464065236,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,gpr_matern,standard,select_k_10,18.0,18.0,,9592.012638094147,12352.03721017306,-0.318841286993626,0.2633715895042468,5.0,7800.313019493534,10176.557643866783,1.063514101428267,0.27821951918013477,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,gpr_matern,standard,select_k_10,18.0,18.0,,9448.28615869172,9448.28615869172,0.0,0.354565314995656,,10866.335479148576,10866.335479148576,,0.6811350732804283,17.0,
random_split,openroad_synth_chip_area,code_only,False,gpr_rbf,standard,select_k_10,18.0,18.0,5.0,12992.153263277212,20090.65796997513,-0.6760044280001747,0.2501704663491652,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,gpr_rbf,standard,select_k_10,18.0,18.0,,9477.009480928062,12230.601285407403,-0.27178514450416075,0.26128769161251925,5.0,7939.7086718036235,10322.789249767126,1.0939971725152409,0.282807014252966,,
groupkfold_by_benchmark,openroad_synth_chip_area,code_only,False,gpr_rbf,standard,select_k_10,18.0,18.0,,9204.347323186066,9204.347323186066,0.0,0.34849381215227415,,10981.220604844693,10981.220604844693,,0.6802240171227882,17.0,
random_split,openroad_synth_chip_area,code_only,False,ridge_a0.1,robust,none,18.0,18.0,5.0,16400.01090399434,19354.575417957294,-0.5554431356196232,0.3157904846751127,,,,,,,
kfold,openroad_synth_chip_area,code_only,False,ridge_a0.1,robust,none,18.0,18.0,,12710.36877970317,15277.80618652698,-1.768520703787431,0.3157099012158231,5.0,4914.396073786074,6113.927682915988,1.4670372599088966,0.1303893617058295,,
